atr42s1g00971,nc476s13g00685,ive10g02166,agr8s11g00652,spo4s8g00476,abr7s1g00070,da480s2g00912,ase9s8g01364,elg3s4g01414,aco40s3g00166,cs471s13g01524,afi49s4g02920,lc2s3g00020,cm170s12g00495,CdeChr20g00280,vvi161s16g00987,gbi44s5g00093,sgi44s5g02802,afi61s11g00054,,
atr42s5g00059,nc476s2g01620,ive12g01404,agr8s3g00506,,abr7s20g00610,da480s5g01031,ase9s4g02190,,aco40s1g00382,cs471s2g00293,afi49s5g01153,lc2s1g01617,cm170s9g00727,CdeChr12g00412,vvi161s6g00613,gbi44s9g00053,sgi44s9g00369,afi61s3007g00001,smo62s75g00109,ppa60s16g00528
atr42s10g01719,nc476s3g01423,ive11g01213,agr8s7g01794,spo4s12g00109,abr7s20g00635,da480s16g00818,ase9s5g02976,elg3s8g01010,aco40s12g00727,cs471s7g01225,afi49s3g00246,lc2s14g00459,,,vvi161s17g00506,gbi44s4g00292,sgi44sHRSCAF_1g00293,,smo62s26g00003,ppa60s16g00379
,nc476s3g01785,ive1g01743,agr8s9g01162,spo4s12g00044,abr7s20g00692,da480s16g00619,ase9s5g03065,,aco40s14g00454,cs471s7g02030,afi49s7g01459,lc2s13g01100,cm170s4g01439,CdeChr14g00553,vvi161s3g00602,,,,,
atr42s10g01807,nc476s3g00719,,agr8s7g01672,spo4s5g00787,abr7s20g00737,da480s5g02231,ase9s5g00868,elg3s8g01001,aco40s14g00681,cs471s2g00963,afi49s3g00168,lc2s14g00379,cm170s5g00984,,vvi161s14g00945,,,,,
atr42s6g00757,nc476s7g01405,ive6g00227,,,abr7s20g00827,da480s14g00976,ase9s1g01452,elg3s7g00917,aco40s1g01437,cs471s7g00556,afi49s4g00390,lc2s5g00139,cm170s3g01677,CdeChr2g00193,vvi161s14g01209,gbi44s1g01747,sgi44s10g02972,,,ppa60s21g00703
atr42s6g00161,,ive6g00061,agr8s8g01019,spo4s4g00707,abr7s20g00874,da480s19g00979,ase9s8g00734,,aco40s1g01469,cs471s1g03272,afi49s4g01797,lc2s5g00294,cm170s1g02613,CdeChr27g00111,vvi161s17g00008,gbi44s6g02046,sgi44s2g01238,afi61s165g00010,smo62s303g00002,ppa60s25g00242
atr42s6g00046,,ive6g00001,,spo4s10g00010,abr7s20g00891,da480s14g00894,ase9s8g00774,elg3s4g00336,aco40s1g01484,cs471s1g03188,afi49s4g01901,lc2s5g00380,cm170s6g01029,CdeChr30g00253,vvi161s14g01055,,,,,
atr42s9g02593,nc476s5g01060,ive3g02025,agr8s7g02288,spo4s6g00014,abr7s12g00001,da480s15g01126,ase9s4g02435,,aco40s14g00323,cs471s6g02702,afi49s2g01848,lc2s18g00530,cm170s3g00492,CdeChr41g00318,,gbi44s11g00949,,afi61s18g00079,smo62s154g00010,ppa60s5g00763
atr42s8g00120,nc476s5g00286,,agr8s8g00386,spo4s1g00301,abr7s12g00029,da480s9g00850,ase9s7g00673,,aco40s18g00687,cs471s2g01920,afi49s2g02238,lc2s4g00052,cm170s8g00471,CdeChr18g00425,vvi161s13g00488,gbi44s9g00325,sgi44s9g00593,afi61s167g00049,smo62s11g00013,ppa60s17g00312
atr42s1g00932,nc476s13g00697,ive10g02127,agr8s3g01343,,abr7s12g00257,da480s20g00624,ase9s5g01636,elg3s1g00321,aco40s11g00497,,afi49s4g02934,lc2s15g01729,cm170s10g00042,CdeChr21g00361,vvi161s16g01092,,,,,
,nc476s1g03262,ive10g01970,agr8s3g01290,,abr7s12g00297,da480s20g00676,ase9s3g02366,elg3s1g00269,aco40s11g00453,cs471s8g01645,afi49s4g02837,lc2s15g01653,cm170s10g00120,CdeChr37g00033,vvi161s15g00887,,,,,
atr42s2g00445,nc476s1g01073,,agr8s11g00893,spo4s8g00150,abr7s12g00383,da480s20g00947,ase9s4g02603,,aco40s16g00512,cs471s7g00974,afi49s1g01340,lc2s6g00974,cm170s1g02602,CdeChr34g00700,vvi161s12g00782,gbi44s7g00628,sgi44s4g01145,afi61s93g00011,smo62s12g00249,ppa60s14g00760
atr42s11g00954,nc476s1g02465,ive3g01140,agr8s12g00538,spo4s8g00095,abr7s12g00409,da480s20g00990,ase9s4g02528,elg3s1g00053,aco40s16g00149,cs471s7g01038,afi49s1g03883,,,CdeChr28g00322,vvi161s4g00382,,,,,
atr42s5g01185,nc476s6g00385,ive12g01164,agr8s11g00780,spo4s13g00308,abr7s12g00440,da480s4g01181,ase9s3g00695,,aco40s5g00033,cs471s7g01475,afi49s1g04205,lc2s6g00821,cm170s1g01470,,vvi161s11g00480,gbi44s1g03026,sgi44s2g00287,afi61s6g00242,smo62s2g00048,ppa60s6g00273
atr42s5g00561,,ive12g00979,agr8s11g00373,,abr7s12g00483,da480s20g00474,ase9s5g01926,elg3s1g00172,aco40s11g00693,cs471s9g00239,afi49s1g00157,lc2s1g02066,cm170s2g02872,CdeChr29g00139,vvi161s4g00085,,,,,
atr42s1g01753,nc476s9g01368,,agr8s6g01529,spo4s8g00580,abr7s12g00523,da480s20g00704,ase9s5g01900,elg3s1g00218,aco40s16g00332,cs471s8g01418,,lc2s15g01420,cm170s7g01247,CdeChr6g00173,vvi161s10g00693,gbi44s1g03117,,,,ppa60s23g00777
atr42s4g00306,,ive9g01508,agr8s6g01370,spo4s19g00117,abr7s12g00549,da480s4g00685,,elg3s6g00752,aco40s16g00158,cs471s8g01594,afi49s4g02767,lc2s15g01606,cm170s3g01916,CdeChr21g00327,vvi161s2g00147,gbi44s10g01998,sgi44s9g03036,afi61s141g00016,smo62s61g00106,ppa60s15g00725
atr42s5g00135,nc476s2g01274,ive12g00656,agr8s11g00538,,abr7s12g00578,da480s4g00615,ase9s3g02616,elg3s1g00537,aco40s16g00187,cs471s7g01721,,lc2s6g00626,cm170s1g00656,CdeChr20g00702,vvi161s11g00346,,,,,
atr42s1g01831,nc476s1g03349,ive9g01675,agr8s6g01495,,abr7s12g00675,da480s4g00790,ase9s5g02648,elg3s6g00684,aco40s11g00300,cs471s8g01457,afi49s4g00248,,cm170s13g00221,CdeChr21g00386,vvi161s12g00240,,,,,
atr42s1g02190,nc476s1g03199,ive10g01513,agr8s4g00161,,abr7s12g00798,da480s4g00724,ase9s3g01534,elg3s1g00761,aco40s11g00366,cs471s1g01046,afi49s3g01560,lc2s12g01101,cm170s11g00420,,vvi161s17g00914,gbi44s7g00470,sgi44s8g01824,,smo62s93g00027,ppa60s16g00341
atr42s1g02504,nc476s11g00063,ive3g00838,agr8s6g02270,spo4s12g00565,abr7s8g00029,da480s9g00033,ase9s3g01978,elg3s8g00826,,cs471s6g01846,afi49s3g00814,lc2s14g01352,cm170s8g01672,,vvi161s4g00230,gbi44s8g01457,sgi44s4g00206,afi61s8g00092,smo62s33g00198,ppa60s21g00318
atr42s12g01624,nc476s4g00740,ive1g01554,agr8s6g02013,spo4s5g00925,abr7s8g00131,da480s16g00709,ase9s5g03198,,aco40s12g00770,cs471s14g00433,afi49s1g00824,lc2s14g00975,cm170s8g01321,,vvi161s11g00725,gbi44s7g01354,sgi44s6g00498,,smo62s2g00234,
atr42s8g00644,nc476s6g00093,ive2g02718,,,abr7s8g00207,da480s7g01225,ase9s2g03589,elg3s5g00114,aco40s4g00966,cs471s2g02286,afi49s2g01956,lc2s1g00332,cm170s11g00987,CdeChr16g00519,vvi161s8g00742,,,,,
atr42s8g01265,nc476s2g01313,,agr8s8g01247,spo4s6g00977,abr7s8g00292,da480s9g00699,ase9s7g00929,elg3s5g01292,aco40s13g00143,,afi49s2g01663,lc2s18g00801,cm170s11g01085,CdeChr31g00059,vvi161s13g00511,,,,,
atr42s13g01013,nc476s7g00508,ive10g00150,agr8s8g01928,spo4s6g00934,abr7s8g00395,da480s12g00660,ase9s2g03918,,aco40s14g00495,cs471s6g02654,,lc2s6g01185,cm170s3g02951,CdeChr24g00136,vvi161s6g00693,gbi44s1g02583,,,,
atr42s8g01668,nc476s5g00829,,agr8s11g00196,,abr7s8g00399,da480s7g01007,ase9s5g00661,elg3s5g00301,aco40s18g00505,cs471s6g02650,afi49s5g01846,lc2s6g01190,cm170s3g02946,CdeChr24g00138,vvi161s12g00773,gbi44s8g01264,sgi44s4g01694,afi61s213g00002,smo62s14g00368,ppa60s16g00815
atr42s8g02021,nc476s5g01499,ive2g01918,agr8s8g02102,spo4s1g00443,abr7s8g00478,da480s17g00318,,elg3s5g01115,,cs471s6g02554,afi49s5g00025,lc2s6g01441,cm170s3g02143,CdeChr11g00063,vvi161s6g00791,gbi44s6g02321,sgi44s4g01004,afi61s51g00142,smo62s13g00055,ppa60s10g00924
atr42s8g02033,nc476s10g01643,ive7g01114,agr8s8g02108,spo4s1g00446,abr7s8g00482,da480s7g00987,ase9s2g02935,elg3s5g00393,aco40s4g00794,cs471s6g02538,afi49s5g00066,lc2s18g01169,,,vvi161s13g00202,gbi44s1g02199,sgi44s1g03609,afi61s15g00059,smo62s45g00213,
atr42s1g00070,nc476s1g02861,,agr8s1g03104,spo4s10g00789,abr7s8g00545,da480s12g00544,ase9s2g03065,elg3s5g00470,aco40s14g00450,,afi49s1g03040,lc2s7g00780,cm170s2g00580,CdeChr16g00442,vvi161s9g00046,,,afi61s292g00033,,ppa60s3g00952
atr42s1g01219,nc476s1g03092,ive3g00400,agr8s1g00579,spo4s6g00644,abr7s8g00637,da480s12g00456,ase9s5g00164,elg3s14g00557,aco40s4g00227,,afi49s4g00690,lc2s7g01244,cm170s2g00886,,vvi161s8g01409,,,,,
atr42s2g02870,nc476s5g01660,,agr8s1g00226,spo4s6g00791,abr7s8g00745,da480s7g00165,ase9s2g02668,,aco40s18g00335,cs471s15g00296,afi49s1g02380,lc2s9g00209,cm170s11g00104,CdeChr6g00057,vvi161s7g00513,gbi44s4g01853,sgi44s3g03137,afi61s132g00010,smo62s123g00004,ppa60s25g00542
atr42s2g02776,,ive11g00643,agr8s1g00423,spo4s6g00746,abr7s8g00885,da480s12g00167,ase9s2g03221,elg3s14g00427,aco40s4g00176,cs471s15g00062,afi49s5g01319,lc2s10g00413,cm170s11g00192,,vvi161s14g00206,,,,,
atr42s2g02802,nc476s10g01951,ive11g00662,agr8s1g00435,spo4s6g00213,abr7s8g00911,da480s7g00341,ase9s5g00861,elg3s14g00422,,,afi49s5g01574,lc2s9g00364,cm170s11g00835,CdeChr6g00088,vvi161s14g00200,gbi44s7g00445,sgi44s3g01632,afi61s230g00009,smo62s20g00111,ppa60s7g00037
atr42s13g01888,nc476s5g01235,,agr8s3g00057,spo4s6g00680,abr7s8g00966,da480s7g00510,ase9s7g00354,elg3s2g01736,aco40s12g00605,cs471s5g00300,,lc2s10g00774,cm170s10g00517,CdeChr5g00053,vvi161s7g00300,,,,,
atr42s12g02097,nc476s12g00423,,agr8s1g01322,spo4s1g00834,abr7s8g00976,da480s12g00253,ase9s2g03179,,aco40s4g00637,cs471s5g00321,afi49s1g02019,lc2s10g00764,cm170s10g00522,CdeChr38g00196,vvi161s7g00290,gbi44s1g00888,sgi44s9g00269,,,ppa60s2g00165
atr42s2g02408,nc476s9g01163,ive12g01313,agr8s9g01398,spo4s4g00352,abr7s8g01022,da480s15g00537,,elg3s15g00700,aco40s7g00409,cs471s1g00218,afi49s7g01812,lc2s16g00616,cm170s2g00852,,vvi161s18g00721,gbi44s1g00921,sgi44s10g01949,afi61s43g00046,smo62s101g00037,ppa60s13g00345
atr42s12g00050,nc476s6g00268,ive3g00703,agr8s1g02429,spo4s10g00639,abr7s8g01036,da480s1g00627,ase9s2g02148,,aco40s20g00082,cs471s15g01218,afi49s1g02460,lc2s9g00897,cm170s10g00612,,vvi161s5g00451,,sgi44s5g01182,afi61s10g00076,smo62s22g00194,
atr42s1g00678,nc476s1g03432,ive12g01852,agr8s1g00515,spo4s6g00112,abr7s8g01096,da480s12g00395,ase9s2g02354,elg3s14g00623,aco40s18g00165,cs471s10g01489,afi49s1g04141,,cm170s1g02833,CdeChr39g00338,,gbi44s11g00001,sgi44s2g01102,afi61s19g00020,smo62s114g00019,ppa60s17g01061
atr42s5g01496,nc476s10g01947,ive1g00853,agr8s6g00094,spo4s8g00813,abr7s8g01190,da480s5g01460,,elg3s6g00513,aco40s1g01240,cs471s1g01178,afi49s2g03630,lc2s12g01202,cm170s10g00945,CdeChr10g00443,,gbi44s1g00120,sgi44s7g01815,afi61s92g00015,smo62s20g00184,ppa60s14g00760
atr42s1g02425,nc476s2g02233,,agr8s3g02038,spo4s15g00010,abr7s9g00076,da480s8g00870,ase9s5g00905,elg3s7g01181,aco40s2g00012,cs471s2g01964,afi49s3g00923,lc2s17g01219,cm170s11g01464,,vvi161s4g00251,gbi44s8g01196,sgi44s11g01244,,smo62s58g00009,ppa60s26g00579
atr42s1g02447,nc476s2g01913,ive12g02074,agr8s3g02029,spo4s5g01062,abr7s9g00084,da480s8g00883,ase9s3g01867,,aco40s6g00160,,afi49s5g00071,lc2s14g01391,cm170s8g01710,CdeChr2g00010,vvi161s4g00247,,,,,
atr42s12g01958,nc476s4g00181,ive11g00894,agr8s6g02199,,abr7s9g00157,da480s3g00113,ase9s5g02323,elg3s2g01646,aco40s2g00274,,afi49s1g00846,lc2s14g01226,cm170s8g01597,CdeChr2g00514,vvi161s11g01118,gbi44s5g00846,sgi44s11g02328,afi61s7g00008,smo62s37g00273,ppa60s14g00896
,nc476s3g02286,ive1g01118,agr8s3g01843,spo4s12g00444,abr7s9g00240,da480s3g00210,,elg3s8g01078,aco40s6g00045,cs471s6g02026,afi49s1g00327,lc2s17g00953,cm170s2g00200,CdeChr12g00318,vvi161s4g00707,,,,,
atr42s12g01615,nc476s4g00665,ive1g01558,agr8s6g02003,spo4s12g00398,abr7s9g00286,da480s3g00257,ase9s4g01742,,aco40s2g00187,,afi49s1g00822,lc2s14g00965,cm170s8g01311,CdeChr35g00430,vvi161s11g00731,gbi44s12g00412,,afi61s212g00009,smo62s43g00005,ppa60s16g00881
atr42s13g01375,nc476s4g00949,ive6g01347,agr8s6g00305,spo4s11g00363,abr7s9g00365,da480s3g00384,ase9s4g01859,,aco40s6g00109,cs471s10g01607,afi49s1g00691,lc2s17g00500,,CdeChr39g00072,vvi161s11g00581,gbi44s2g00037,sgi44s5g00513,,,
,nc476s3g01701,ive1g01701,agr8s6g00347,spo4s11g00335,abr7s9g00427,da480s8g00821,ase9s4g01783,,aco40s20g00308,cs471s1g00676,afi49s7g01497,lc2s16g00350,cm170s2g02377,CdeChr35g00608,vvi161s18g00612,,,,,
atr42s13g01143,nc476s4g00989,,agr8s6g00338,spo4s15g00424,abr7s9g00438,da480s3g00427,ase9s6g02829,,aco40s6g00130,cs471s7g02094,afi49s7g01499,lc2s11g00654,cm170s1g02557,CdeChr9g00149,vvi161s18g00613,gbi44s12g01692,sgi44s8g00520,afi61s78g00061,smo62s74g00109,ppa60s23g00250
atr42s10g01888,nc476s3g01286,ive11g01310,agr8s7g01718,spo4s15g00331,abr7s9g00542,da480s3g00710,ase9s3g02632,,aco40s18g00185,cs471s2g00598,afi49s1g01438,lc2s17g00748,cm170s2g01797,CdeChr37g00535,,gbi44s7g00892,,afi61s67g00014,smo62s13g00300,
atr42s3g02035,nc476s8g01679,ive4g01478,agr8s3g01483,spo4s5g00720,abr7s9g00567,da480s8g00718,ase9s4g02871,elg3s8g00726,aco40s2g00809,cs471s2g00741,afi49s3g01320,lc2s9g01183,,CdeChr22g00407,,gbi44s11g01599,sgi44s11g02147,,smo62s49g00069,ppa60s14g01138
atr42s10g01641,nc476s3g01398,,agr8s7g01020,spo4s2g00756,abr7s9g00596,da480s3g00535,ase9s5g02194,elg3s2g01273,aco40s20g00543,cs471s7g01210,afi49s3g00311,,cm170s7g01338,CdeChr14g00452,vvi161s17g00892,gbi44s3g01303,sgi44s11g01020,afi61s27g00126,smo62s27g00037,ppa60s24g00673
atr42s10g01655,nc476s3g01404,,agr8s7g01821,spo4s15g00378,abr7s9g00602,da480s8g00792,ase9s3g02683,elg3s2g01279,aco40s2g00839,cs471s7g01215,afi49s3g00289,lc2s17g00238,cm170s2g01875,,vvi161s17g00896,gbi44s2g00079,,,smo62s37g00010,
,nc476s6g01192,ive7g00022,agr8s8g00357,spo4s1g00327,abr7s14g00002,da480s2g00004,ase9s2g03316,elg3s5g01541,aco40s12g00211,cs471s2g01878,afi49s2g02309,lc2s18g00049,cm170s7g01026,CdeChr41g00107,,,,,,
atr42s13g01702,nc476s3g01887,,agr8s6g01918,spo4s12g00717,abr7s14g00105,da480s16g00664,ase9s3g02089,elg3s8g00585,aco40s14g00286,cs471s14g00276,afi49s3g01794,lc2s17g00361,cm170s2g00350,,vvi161s4g00648,gbi44s7g00674,sgi44s1g03523,afi61s329g00018,smo62s26g00092,ppa60s2g00678
atr42s1g01954,nc476s9g01646,,agr8s6g01613,,abr7s14g00274,da480s20g00674,ase9s5g02559,elg3s1g00268,aco40s11g00454,cs471s8g01647,afi49s4g02842,lc2s3g00080,cm170s3g01824,CdeChr21g00348,vvi161s15g00886,gbi44s1g02280,sgi44s5g02945,afi61s55g00022,smo62s98g00051,ppa60s19g00071
atr42s5g01488,nc476s6g00387,ive12g01097,agr8s12g00787,spo4s8g00210,abr7s14g00315,da480s4g01111,ase9s4g02634,elg3s6g01049,aco40s16g00541,cs471s7g00887,afi49s2g00138,lc2s8g00009,,,vvi161s9g00175,,,,,
atr42s5g01710,nc476s11g01080,ive3g00985,agr8s12g00719,,abr7s14g00323,da480s4g01115,ase9s4g02624,,aco40s16g00534,cs471s7g00906,afi49s1g04477,lc2s9g00063,cm170s11g00690,CdeChr41g00207,vvi161s17g00631,,,,,
atr42s4g02594,nc476s8g01049,,agr8s3g01154,spo4s5g00365,abr7s14g00620,da480s20g00842,ase9s3g02441,elg3s1g00623,aco40s16g00212,cs471s8g01502,,lc2s3g00203,cm170s11g01483,CdeChr7g00602,vvi161s13g00833,gbi44s8g00773,sgi44s8g00482,afi61s270g00012,smo62s66g00073,ppa60s2g01253
atr42s10g02155,nc476s11g00494,ive11g02088,agr8s12g00336,spo4s9g00852,abr7s14g00758,da480s4g00864,,elg3s6g00578,aco40s16g00296,cs471s1g01762,,lc2s6g00706,cm170s1g01556,CdeChr7g00478,vvi161s11g00398,gbi44s1g00182,sgi44s10g02879,afi61s46g00026,,ppa60s23g00936
atr42s3g00973,nc476s11g00659,ive1g01014,agr8s4g00110,spo4s8g00860,abr7s14g00849,da480s20g00220,,elg3s1g00888,aco40s16g00013,cs471s1g01127,afi49s3g01433,lc2s4g00337,cm170s5g01650,CdeChr29g00472,,gbi44s6g01462,sgi44s7g01244,afi61s208g00004,smo62s1g00228,ppa60s26g00066
,nc476s10g00642,ive11g00235,agr8s1g00107,spo4s10g00524,abr7s11g00044,da480s19g01905,ase9s4g00426,elg3s2g01945,aco40s23g00405,cs471s15g00403,afi49s1g04424,lc2s10g00109,cm170s10g01277,,vvi161s5g00220,,,,,
atr42s2g02457,nc476s5g01591,ive2g02515,agr8s1g02849,,abr7s11g00116,da480s19g01836,ase9s7g00513,elg3s10g00411,aco40s13g00537,cs471s7g00325,afi49s1g04085,lc2s10g00289,cm170s10g01131,,vvi161s7g00477,gbi44s7g01141,sgi44s4g00822,afi61s4g00268,smo62s19g00141,ppa60s3g00557
atr42s9g00245,nc476s10g01704,ive4g00917,agr8s1g01437,spo4s1g00802,abr7s11g00206,da480s19g01744,ase9s7g00391,,aco40s23g00527,cs471s5g00251,afi49s1g02086,lc2s10g00544,cm170s11g00868,CdeChr35g00352,,gbi44s3g00544,sgi44s6g01623,afi61s6g00041,smo62s29g00094,ppa60s7g00187
atr42s13g01817,nc476s3g01685,ive6g01588,agr8s6g00207,,abr7s11g00257,da480s19g00213,ase9s1g03330,,aco40s19g00439,cs471s12g00937,afi49s7g01308,lc2s13g00200,cm170s2g02119,CdeChr14g00493,vvi161s3g01139,gbi44s9g00996,sgi44s6g01850,afi61s382g00004,smo62s149g00024,ppa60s22g00914
atr42s2g00401,nc476s14g00751,ive6g01780,agr8s1g01882,,abr7s11g00320,da480s6g00408,ase9s9g00691,elg3s10g00800,aco40s19g00480,cs471s4g01287,,lc2s1g01068,cm170s5g01744,CdeChr35g00039,vvi161s19g01095,gbi44s10g01728,,afi61s108g00019,smo62s6g00387,ppa60s1g00230
atr42s8g00706,,,agr8s11g01092,spo4s8g01015,abr7s11g00441,da480s18g01056,ase9s7g00847,elg3s5g01367,aco40s13g00099,cs471s6g02273,afi49s5g01920,lc2s1g00346,cm170s11g00980,CdeChr2g00270,vvi161s13g00292,gbi44s9g02229,sgi44s6g02689,afi61s32g00022,smo62s1g00172,ppa60s6g00573
atr42s8g00661,nc476s6g00089,ive7g00480,,spo4s6g01005,abr7s11g00445,da480s9g00744,ase9s7g00868,,aco40s7g00889,cs471s2g02276,afi49s5g01831,lc2s1g00334,cm170s2g01602,CdeChr40g00529,vvi161s8g00749,gbi44s8g00773,sgi44s10g00382,afi61s333g00009,smo62s1g00663,ppa60s6g00172
atr42s8g01652,nc476s5g01089,,agr8s11g00218,spo4s6g00383,abr7s11g00554,da480s18g00936,ase9s7g01001,elg3s5g01223,aco40s23g00168,cs471s6g02665,afi49s2g01932,,cm170s3g00558,CdeChr40g00233,vvi161s13g00088,,,,,
,nc476s9g01679,ive8g01590,agr8s7g01904,spo4s20g00105,abr7s11g00940,da480s1g00842,ase9s4g02962,elg3s12g00132,aco40s24g00108,cs471s3g01542,,lc2s11g00693,cm170s6g01561,CdeChr32g00457,vvi161s2g00299,,,,,
atr42s2g01267,nc476s1g02746,ive5g01822,,spo4s17g00148,abr7s11g01008,da480s19g00543,,elg3s10g00341,aco40s12g00866,cs471s5g01456,afi49s2g02599,lc2s1g00178,cm170s8g01138,CdeChr35g00125,vvi161s17g00125,gbi44s1g00042,sgi44s11g01012,afi61s194g00013,smo62s22g00187,ppa60s14g00760
atr42s8g00368,nc476s6g01295,ive7g00694,agr8s8g00526,spo4s10g00965,abr7s11g01071,da480s9g00793,ase9s2g03448,,aco40s12g00184,cs471s6g02362,afi49s2g02926,,cm170s2g01495,CdeChr7g00270,vvi161s6g00494,gbi44s9g00281,sgi44s10g02793,afi61s63g00039,smo62s122g00023,ppa60s18g00037
atr42s13g02009,nc476s3g01590,,agr8s9g00130,spo4s16g00005,abr7s10g00077,da480s19g00294,ase9s6g01868,elg3s13g00676,aco40s16g00283,cs471s12g01010,afi49s7g01916,lc2s13g00101,cm170s1g02406,,vvi161s4g00500,,,,,
atr42s4g02703,nc476s3g01825,ive10g00989,,spo4s18g00106,abr7s10g00172,da480s5g02094,,elg3s13g00762,aco40s6g00635,cs471s11g01072,afi49s3g03065,lc2s2g02092,cm170s11g00043,CdeChr17g00509,vvi161s16g00208,gbi44s9g01466,sgi44s11g01425,afi61s77g00018,smo62s39g00210,
atr42s4g00913,nc476s8g00980,,agr8s4g01825,spo4s7g00933,abr7s10g00218,da480s6g00741,ase9s6g01655,,aco40s6g00478,cs471s3g00358,afi49s3g02988,lc2s2g01879,cm170s9g00888,CdeChr17g00554,vvi161s2g01036,,sgi44s2g04012,,,
atr42s2g02663,nc476s5g01783,,agr8s1g00782,spo4s10g00693,abr7s10g00277,da480s12g00203,ase9s2g03248,elg3s5g00678,,cs471s15g00021,afi49s5g00544,lc2s10g00465,cm170s10g01015,CdeChr35g00339,vvi161s5g00295,gbi44s5g01836,sgi44s4g03379,afi61s13g00144,smo62s10g00407,ppa60s16g00916
atr42s4g00333,nc476s8g01145,ive11g00433,agr8s4g02111,spo4s18g00408,abr7s10g00569,da480s18g00571,,,aco40s2g00461,cs471s1g03612,afi49s1g02178,lc2s5g01213,cm170s1g03312,CdeChr15g00080,vvi161s1g00580,gbi44s7g00737,sgi44s3g02219,afi61s3g00311,smo62s5g00002,ppa60s15g00915
atr42s13g01628,nc476s3g00263,ive3g02278,agr8s7g00357,spo4s4g00478,abr7s10g00581,da480s5g01518,,,aco40s21g00180,cs471s7g00844,afi49s4g01202,lc2s5g00433,cm170s2g02613,CdeChr30g00046,vvi161s5g01160,gbi44s1g02280,sgi44s1g03465,afi61s55g00022,smo62s98g00051,ppa60s26g00036
,nc476s11g01121,ive4g03058,agr8s4g02326,spo4s18g00494,abr7s10g00648,da480s6g00920,ase9s4g01013,elg3s3g01454,aco40s2g00385,cs471s1g03423,afi49s1g02550,lc2s5g01353,,CdeChr28g00552,vvi161s4g00184,,,,,
atr42s12g00077,nc476s7g00458,ive6g02383,agr8s1g02592,spo4s4g00008,abr7s10g00698,da480s18g00014,ase9s8g00446,elg3s3g01377,aco40s2g00284,cs471s1g03350,afi49s5g00682,,cm170s11g01351,,vvi161s9g00011,,,,,
atr42s6g00546,nc476s2g00995,ive1g00550,agr8s8g01208,spo4s4g00577,abr7s18g00090,da480s4g00110,ase9s1g01416,elg3s8g00264,aco40s1g01279,cs471s7g00643,afi49s4g00487,lc2s5g00009,,,vvi161s17g00122,gbi44s12g00548,sgi44s2g03357,afi61s100g00029,smo62s10g00144,ppa60s9g00772
atr42s2g00091,nc476s14g00473,ive10g00302,agr8s1g01656,spo4s17g00505,abr7s18g00112,da480s15g00414,ase9s2g00613,elg3s1g02028,aco40s4g00376,cs471s6g00360,afi49s7g00748,lc2s1g00802,,CdeChr18g00121,,gbi44s8g00126,sgi44s8g02837,afi61s252g00019,smo62s64g00103,ppa60s20g00794
atr42s10g00004,nc476s3g00442,ive6g02153,agr8s8g01419,spo4s4g00520,abr7s18g00146,da480s4g00053,ase9s9g01151,,aco40s5g00480,cs471s1g02991,afi49s1g03820,lc2s3g01927,cm170s3g01906,,vvi161s4g00986,gbi44s2g00770,,,,
atr42s6g01808,nc476s3g00386,ive10g01591,agr8s8g01500,spo4s16g00384,abr7s18g00208,da480s16g00643,ase9s4g01826,elg3s10g00521,aco40s20g00316,cs471s9g01690,afi49s4g01052,lc2s2g00472,cm170s8g01485,,,gbi44s6g00733,sgi44s1g03444,afi61s7g00320,smo62s2g00750,ppa60s12g00725
atr42s10g01216,nc476s6g00027,ive11g01575,agr8s7g01366,spo4s11g00207,abr7s18g00390,da480s5g02324,ase9s5g02842,elg3s8g00913,aco40s19g00090,cs471s2g00427,afi49s5g02091,lc2s7g01214,,,vvi161s12g00527,gbi44s8g01824,sgi44s7g00554,afi61s83g00013,smo62s14g00372,ppa60s13g00355
atr42s10g01969,nc476s3g01232,,agr8s7g01757,spo4s5g00807,abr7s18g00455,da480s16g00874,ase9s3g02544,,aco40s20g00561,cs471s2g00506,afi49s3g00079,lc2s14g00173,cm170s11g00562,CdeChr3g00127,vvi161s12g00831,,,,,
atr42s13g02118,nc476s9g01048,ive3g00757,agr8s6g01851,spo4s9g00708,abr7s18g00504,da480s8g01294,ase9s2g00084,,aco40s9g00756,cs471s1g00030,afi49s7g02037,lc2s16g00903,cm170s1g00532,,vvi161s18g00815,gbi44s12g01690,sgi44s1g00524,,,
atr42s10g01866,nc476s3g01293,ive4g01722,agr8s3g01612,spo4s5g00796,abr7s18g00509,da480s16g00842,ase9s3g01901,elg3s8g00995,aco40s14g00689,,afi49s3g00131,,cm170s4g01842,CdeChr14g00399,vvi161s12g00805,gbi44s10g00409,sgi44s2g02910,afi61s292g00014,smo62s9g00477,ppa60s5g00671
atr42s6g02071,nc476s11g01230,,agr8s9g00141,spo4s7g00758,abr7s18g00549,da480s14g01067,,elg3s10g00691,aco40s12g00041,cs471s9g01505,afi49s4g00910,lc2s14g00429,cm170s4g02234,CdeChr1g00002,vvi161s17g00954,gbi44s4g01035,sgi44s3g02631,,smo62s38g00036,ppa60s13g00451
